House_ID,House_Type,Area_sqft,Number_of_Rooms,Family_Members,Adults,Children,Senior_Citizens,Work_From_Home,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Hours,TV_Hours,Laptop_Hours,Lighting_Hours_Per_Room,Washing_Machine_Usage,Water_Motor_Hours,Microwave_Usage_Hours,Geyser_Usage_Hours,EV_Charging,Solar_Panel,Battery_Backup,Outdoor_Temperature,Humidity,Season,Month,Day_of_Week,Is_Weekend,Is_Holiday,Peak_Hour_Usage,Electricity_Rate,Daily_Electricity_Consumption_kWh
H00644,Independent House,1721,4,4,3,0,1,1,0.0,7.32,24,6.43,7.16,9.87,1,0.16,0.39,1.06,1,0,0,13.5,40.2,Winter,11,Friday,0,0,1,21.54,14.65
H00645,Apartment,1093,4,3,2,1,0,0,0.1,10.34,24,2.56,4.22,7.82,1,1.64,0.1,0.53,0,0,0,27.3,45.8,Spring,3,Tuesday,0,0,0,14.81,8.87
H00646,Apartment,1017,3,5,2,2,1,0,4.49,11.03,24,3.06,4.11,9.7,1,1.58,0.3,0.12,0,0,1,37.1,67.6,Summer,6,Thursday,0,0,1,19.76,14.96
H00647,Villa,2931,9,4,3,0,1,0,2.0,3.95,24,4.22,2.63,9.55,0,2.11,0.5,0.21,0,0,1,28.3,51.0,Spring,3,Sunday,1,0,0,24.58,12.85
H00648,Independent House,1395,4,5,2,2,1,0,4.47,12.82,24,6.08,2.76,7.31,0,1.24,0.26,0.51,0,0,1,37.0,49.8,Summer,4,Sunday,1,0,1,17.96,15.25
H00649,Apartment,1184,3,5,3,2,0,0,0.13,8.48,24,5.89,2.55,7.52,1,1.34,0.27,0.0,0,1,1,28.9,40.9,Autumn,9,Wednesday,0,0,0,23.91,5.13
H00650,Independent House,1764,5,2,1,0,1,0,0.0,6.22,24,6.86,4.39,4.86,1,0.91,0.23,1.38,0,0,1,12.5,67.1,Winter,12,Saturday,1,0,0,24.11,9.49
H00651,Villa,3212,9,1,1,0,0,0,0.82,5.3,24,5.45,2.36,7.8,1,1.02,0.33,0.52,0,0,1,13.3,59.9,Winter,1,Friday,0,0,1,23.11,11.17
H00652,Apartment,754,2,4,3,1,0,0,0.0,4.09,24,3.66,2.44,6.38,0,1.65,0.21,0.0,0,0,0,22.7,60.0,Autumn,8,Wednesday,0,1,1,16.84,5.18
H00653,Apartment,745,2,3,1,2,0,0,1.06,6.64,24,4.42,4.07,9.05,1,1.44,0.28,0.05,0,1,0,25.3,53.9,Autumn,8,Saturday,1,0,1,27.04,5.86
H00654,Independent House,2208,6,3,2,1,0,0,4.77,5.05,24,3.59,5.23,5.47,1,1.8,0.19,1.36,0,0,0,26.9,77.9,Spring,2,Thursday,0,0,0,15.89,17.09
H00655,Independent House,1688,5,5,3,1,1,1,7.86,7.08,24,6.35,4.59,10.16,1,0.66,0.31,0.08,1,0,0,35.6,70.9,Summer,4,Wednesday,0,0,1,21.46,25.54
H00656,Apartment,889,3,3,2,0,1,0,4.95,7.66,24,4.23,1.57,8.62,0,1.55,0.32,0.03,0,1,0,28.9,48.5,Spring,3,Sunday,1,0,0,22.22,9.65
H00657,Apartment,895,3,5,3,1,1,0,7.45,10.4,24,4.12,3.95,9.64,1,0.96,0.35,0.57,0,1,1,36.2,33.1,Summer,5,Monday,0,0,1,23.66,14.37
H00658,Apartment,598,2,3,3,0,0,0,2.1,11.61,24,4.16,3.68,6.21,0,0.79,0.17,0.83,1,0,0,31.3,62.1,Summer,5,Wednesday,0,0,0,22.86,16.0
H00659,Villa,2276,7,1,1,0,0,0,3.08,10.6,24,2.97,2.22,6.92,0,1.07,0.08,0.17,0,1,0,24.8,65.0,Autumn,7,Friday,0,0,0,24.4,10.16
H00660,Apartment,879,2,4,3,1,0,1,0.0,5.26,24,4.68,5.29,8.78,1,0.96,0.26,1.21,0,0,0,14.7,63.2,Winter,1,Monday,0,0,0,25.59,8.52
H00661,Apartment,1019,3,4,1,2,1,0,0.0,5.87,24,4.33,1.92,6.15,0,1.11,0.27,1.37,0,0,0,13.4,50.5,Winter,11,Monday,0,0,1,26.51,8.01
H00662,Apartment,957,2,2,1,1,0,0,5.17,10.42,24,3.97,4.88,7.37,1,0.65,0.28,0.22,0,0,0,39.9,92.8,Summer,6,Friday,0,1,1,18.97,15.59
H00663,Villa,2993,9,3,1,1,1,0,0.19,4.44,24,3.14,5.21,6.55,0,0.69,0.34,1.2,0,0,0,17.1,66.9,Winter,12,Monday,0,0,0,21.8,10.35
H00664,Villa,2245,6,4,1,2,1,0,7.55,9.83,24,2.12,4.61,5.2,1,0.9,0.22,0.28,0,0,1,39.1,63.1,Summer,4,Saturday,1,1,1,26.26,19.08
H00665,Independent House,1128,3,2,1,0,1,0,1.56,5.22,24,2.11,2.69,8.07,0,0.74,0.26,0.0,0,0,0,25.8,49.3,Spring,2,Thursday,0,0,0,29.98,7.29
H00666,Apartment,903,3,5,3,2,0,1,3.73,7.08,24,4.07,9.37,10.24,1,1.56,0.52,0.0,0,0,1,28.6,55.2,Autumn,9,Friday,0,0,1,18.08,13.59
H00667,Independent House,1471,5,4,2,1,1,1,6.0,9.99,24,4.75,8.69,8.06,1,1.59,0.23,0.0,0,0,1,32.7,37.2,Summer,4,Thursday,0,0,0,25.32,17.63
H00668,Independent House,1863,5,3,3,0,0,0,0.46,1.26,24,4.95,3.34,5.76,1,1.68,0.38,0.97,0,0,1,12.6,56.7,Winter,1,Thursday,0,0,0,28.39,9.48
H00669,Apartment,864,2,3,3,0,0,0,7.4,10.47,24,6.73,2.27,6.23,1,1.09,0.25,0.81,0,0,0,37.4,51.4,Summer,6,Sunday,1,0,1,22.04,17.97
H00670,Apartment,1285,4,1,1,0,0,1,8.66,6.24,24,6.75,4.14,6.13,1,2.25,0.35,0.44,0,0,1,44.3,47.2,Summer,5,Saturday,1,0,1,22.23,21.78
H00671,Independent House,1614,5,2,1,1,0,1,7.61,8.02,24,4.92,7.82,6.09,0,1.21,0.4,0.21,0,0,0,31.6,60.3,Autumn,9,Thursday,0,0,0,23.69,18.91
H00672,Apartment,857,2,2,1,1,0,0,2.73,4.43,24,3.76,6.5,3.3,0,1.39,0.06,0.0,0,1,0,26.3,76.4,Autumn,9,Friday,0,0,0,24.66,7.0
H00673,Apartment,1111,3,3,2,1,0,0,0.97,9.23,24,2.34,2.49,9.19,1,2.32,0.25,0.28,0,0,1,27.2,50.7,Spring,3,Monday,0,0,1,22.49,10.02
H00674,Independent House,985,3,3,3,0,0,0,5.2,9.79,24,2.1,1.85,5.96,0,1.35,0.41,0.0,0,0,1,28.1,29.9,Autumn,10,Friday,0,0,1,20.01,14.17
H00675,Apartment,880,3,2,1,1,0,1,0.0,8.82,24,7.41,6.3,5.75,1,1.34,0.61,1.05,1,0,0,17.6,54.5,Winter,11,Sunday,1,0,0,18.29,17.19
H00676,Apartment,832,2,3,1,2,0,0,0.0,3.69,24,2.22,1.68,9.27,1,1.16,0.27,1.06,0,0,0,9.4,44.7,Winter,12,Tuesday,0,0,0,20.85,7.44
H00677,Apartment,879,2,3,1,2,0,0,0.0,3.23,24,4.23,5.42,4.72,1,1.19,0.13,1.33,0,0,0,13.9,48.9,Winter,11,Thursday,0,0,0,20.8,8.09
H00678,Apartment,872,3,2,2,0,0,0,1.91,6.86,24,3.81,4.0,7.67,1,1.93,0.28,0.24,0,0,0,24.7,66.1,Autumn,9,Wednesday,0,0,0,20.58,9.94
H00679,Apartment,1195,3,4,3,1,0,0,3.34,8.55,24,6.66,2.01,9.38,1,0.66,0.28,0.42,0,0,0,26.5,49.2,Spring,3,Saturday,1,0,1,19.61,11.92
H00680,Independent House,1843,5,1,1,0,0,0,1.46,5.47,24,1.05,3.37,5.62,0,0.84,0.36,0.3,0,0,1,22.6,47.9,Autumn,7,Friday,0,1,1,21.2,8.5
H00681,Apartment,874,2,1,1,0,0,0,3.41,11.51,24,3.59,4.05,7.03,0,0.65,0.11,0.11,0,0,0,34.6,67.4,Summer,6,Tuesday,0,0,1,19.07,9.63
H00682,Apartment,1095,3,4,3,0,1,0,2.28,8.61,24,6.89,4.78,8.16,1,0.47,0.33,0.28,0,0,0,23.9,68.1,Autumn,10,Saturday,1,0,0,20.79,11.1
H00683,Independent House,1636,4,2,2,0,0,0,0.76,8.0,24,5.86,0.71,7.82,1,1.3,0.48,0.54,1,0,0,21.8,34.4,Autumn,9,Tuesday,0,0,0,18.99,15.84
H00684,Apartment,1206,3,3,2,1,0,0,4.26,10.67,24,3.63,4.75,5.49,0,1.61,0.36,0.87,0,0,0,36.3,31.2,Summer,4,Monday,0,0,0,21.27,14.3
H00685,Apartment,711,2,4,3,1,0,1,0.39,2.32,24,7.78,7.76,8.33,1,1.05,0.4,1.37,0,0,0,15.8,48.1,Winter,12,Sunday,1,0,1,24.7,9.72
H00686,Independent House,1479,4,3,2,1,0,1,0.0,4.23,24,8.47,7.26,5.99,1,0.91,0.33,0.14,0,0,0,17.3,51.0,Autumn,9,Sunday,1,0,1,21.05,7.28
H00687,Independent House,1220,3,4,1,2,1,0,6.08,9.04,24,6.04,4.16,8.3,1,0.19,0.31,0.15,0,0,0,40.4,54.9,Summer,5,Tuesday,0,0,1,16.88,15.75
H00688,Apartment,1022,3,4,2,1,1,0,0.7,5.17,24,3.28,4.23,3.3,0,0.93,0.22,1.47,0,0,0,9.3,46.3,Winter,1,Thursday,0,0,1,19.73,8.81
H00689,Apartment,1062,3,4,3,1,0,0,0.23,8.76,24,3.9,3.59,10.83,1,1.44,0.42,0.37,0,0,0,20.5,46.7,Autumn,10,Friday,0,0,0,25.96,8.37
H00690,Apartment,576,1,3,3,0,0,0,0.0,7.98,24,5.0,1.94,7.25,1,0.73,0.11,0.0,0,0,0,23.2,44.8,Autumn,9,Wednesday,0,0,1,21.55,5.17
H00691,Apartment,785,3,3,2,1,0,0,3.85,7.84,24,5.22,2.62,8.88,1,1.46,0.34,0.04,0,0,0,29.6,61.0,Spring,2,Wednesday,0,0,0,25.08,12.94
H00692,Independent House,1636,4,3,1,2,0,1,3.84,8.06,24,5.48,5.25,6.62,1,0.91,0.29,0.36,0,0,0,29.4,74.1,Autumn,8,Wednesday,0,0,0,18.23,14.51
H00693,Independent House,1863,6,5,2,2,1,1,6.4,10.39,24,6.41,7.04,7.07,1,2.02,0.45,0.0,0,0,0,40.3,62.1,Summer,4,Wednesday,0,0,1,24.2,18.95
H00694,Independent House,1346,3,1,1,0,0,0,1.44,6.08,24,4.09,2.42,5.64,1,1.56,0.36,1.1,0,0,1,11.5,33.0,Winter,1,Monday,0,0,1,20.46,11.04
H00695,Apartment,769,2,1,1,0,0,1,4.56,10.38,24,3.17,5.45,3.73,1,0.82,0.46,0.09,0,0,0,32.5,57.6,Summer,5,Friday,0,0,0,22.41,11.89
H00696,Apartment,1223,3,3,2,0,1,0,6.04,8.19,24,4.24,3.29,8.31,1,0.01,0.35,0.32,1,0,0,42.7,60.6,Summer,6,Tuesday,0,0,1,15.3,22.33
H00697,Independent House,1491,5,2,1,1,0,0,2.47,6.92,24,4.41,2.65,7.77,1,1.34,0.24,0.05,0,0,0,24.0,39.5,Autumn,10,Thursday,0,0,0,15.01,10.25
H00698,Apartment,1039,2,4,1,2,1,1,6.01,4.75,24,6.14,10.02,10.82,1,1.25,0.44,0.47,0,0,0,29.9,41.5,Spring,3,Sunday,1,0,1,20.37,15.64
H00699,Independent House,1425,5,4,2,2,0,0,5.94,11.32,24,4.56,6.42,6.88,0,0.9,0.31,0.33,0,0,1,41.4,27.3,Summer,6,Friday,0,0,0,20.95,16.63
H00700,Apartment,1257,4,1,1,0,0,1,2.28,4.36,24,6.32,6.82,7.79,1,0.84,0.29,0.52,1,0,0,22.4,28.7,Spring,2,Saturday,1,0,0,21.99,17.61
H00701,Apartment,944,2,3,3,0,0,1,2.96,3.46,24,4.68,7.89,7.33,0,0.92,0.2,0.6,0,0,0,23.1,55.3,Autumn,9,Thursday,0,0,0,22.27,10.72
H00702,Apartment,775,3,4,3,0,1,0,0.92,6.68,24,3.22,4.71,6.83,1,1.19,0.38,1.26,0,0,0,8.6,52.9,Winter,1,Monday,0,0,1,22.26,10.62
H00703,Independent House,1558,5,3,1,1,1,0,0.24,8.23,24,2.14,5.67,7.09,1,0.65,0.42,0.45,1,0,1,24.6,53.1,Autumn,8,Friday,0,1,0,22.26,14.89
H00704,Apartment,835,2,4,1,2,1,0,0.0,4.1,24,5.82,1.38,9.83,1,1.63,0.5,0.05,0,0,0,20.6,78.2,Autumn,8,Sunday,1,0,1,20.65,7.49
H00705,Villa,2547,7,2,1,1,0,1,2.25,4.62,24,8.19,7.03,4.1,0,1.48,0.23,1.48,0,0,1,14.2,61.4,Winter,1,Sunday,1,0,1,21.75,13.41
H00706,Apartment,821,2,4,3,1,0,1,2.03,6.29,24,3.81,8.04,8.79,1,1.09,0.14,1.23,0,0,0,22.1,65.5,Autumn,10,Thursday,0,0,1,19.06,12.1
H00707,Independent House,1372,3,3,1,1,1,0,1.65,5.27,24,3.19,4.98,6.64,0,1.61,0.29,0.27,0,1,0,26.4,41.3,Autumn,10,Thursday,0,0,1,22.43,6.93
H00708,Apartment,595,2,2,1,1,0,0,2.05,5.48,24,3.0,4.23,6.52,0,1.24,0.3,1.22,0,0,0,15.9,52.2,Winter,1,Friday,0,0,0,16.52,9.88
H00709,Apartment,790,2,2,1,1,0,0,0.43,8.47,24,3.28,4.28,7.1,0,0.34,0.34,0.18,1,0,0,24.7,56.6,Autumn,9,Sunday,1,0,0,21.55,11.77
H00710,Apartment,704,2,3,1,2,0,0,0.0,5.73,24,3.52,3.75,7.38,0,1.58,0.38,1.14,0,0,0,15.9,73.3,Winter,1,Tuesday,0,0,0,22.68,8.08
H00711,Apartment,748,2,3,3,0,0,1,1.07,6.28,24,4.19,7.86,7.34,1,0.78,0.46,0.02,0,0,1,22.5,79.0,Spring,3,Friday,0,0,0,25.25,7.84
H00712,Independent House,1246,4,1,1,0,0,1,0.0,6.25,24,6.66,7.19,5.48,0,1.03,0.2,1.34,0,0,0,14.1,31.4,Winter,12,Saturday,1,0,1,16.12,8.71
H00713,Independent House,1422,4,1,1,0,0,0,4.28,8.09,24,2.53,3.42,7.67,0,2.22,0.4,0.19,0,1,0,27.8,47.1,Autumn,8,Friday,0,0,1,25.92,10.89
H00714,Apartment,1044,2,4,2,2,0,1,7.81,12.56,24,5.74,8.28,6.87,1,1.79,0.14,0.5,1,0,0,42.9,53.8,Summer,5,Wednesday,0,0,1,19.76,26.38
H00715,Apartment,812,2,1,1,0,0,1,7.25,8.19,24,3.75,7.49,4.52,1,1.89,0.19,0.0,1,0,0,36.2,46.0,Summer,4,Tuesday,0,0,0,16.56,26.13
H00716,Apartment,759,2,3,2,1,0,0,3.26,9.08,24,4.0,4.08,7.22,0,0.73,0.51,0.47,1,0,0,32.8,47.9,Summer,6,Thursday,0,0,0,29.01,17.56
H00717,Independent House,1516,4,5,2,2,1,0,1.86,10.63,24,5.22,4.39,8.34,1,1.78,0.3,0.06,0,0,0,28.5,36.4,Spring,3,Friday,0,0,0,19.84,11.41
H00718,Villa,2674,7,3,3,0,0,0,3.36,11.04,24,5.05,3.5,7.7,0,1.46,0.53,0.89,0,0,0,25.8,56.5,Autumn,9,Sunday,1,0,0,20.82,15.42
H00719,Apartment,957,3,3,1,2,0,1,5.07,4.08,24,5.28,7.59,8.25,1,1.31,0.28,0.38,0,0,1,28.9,42.4,Spring,3,Saturday,1,0,0,22.19,15.94
H00720,Independent House,1659,4,4,3,0,1,0,0.0,6.23,24,7.29,5.46,7.2,1,1.62,0.32,0.4,0,0,0,22.0,56.8,Autumn,10,Saturday,1,0,1,21.17,8.48
H00721,Apartment,963,3,1,1,0,0,0,0.0,5.85,24,4.51,2.5,7.25,1,1.55,0.19,0.61,0,0,0,11.9,47.7,Winter,12,Monday,0,0,0,21.68,7.79
H00722,Independent House,1298,4,4,2,2,0,0,0.0,3.04,24,6.46,4.18,11.15,1,0.86,0.17,0.23,0,0,1,15.5,58.7,Winter,12,Sunday,1,0,0,19.08,8.55
H00723,Independent House,1537,4,2,1,1,0,0,0.5,3.5,24,4.46,1.51,4.85,1,2.13,0.0,1.57,0,0,0,19.3,55.4,Winter,11,Friday,0,0,1,23.46,9.46
H00724,Apartment,556,1,3,2,1,0,0,3.72,10.83,24,4.21,5.6,7.47,1,0.47,0.06,0.31,0,0,0,25.7,67.2,Autumn,8,Monday,0,0,1,19.57,10.48
H00725,Apartment,1349,3,5,3,1,1,1,0.0,5.33,24,4.97,7.74,7.35,1,0.82,0.58,0.28,0,1,0,20.7,77.1,Autumn,7,Thursday,0,0,0,19.88,4.81
H00726,Apartment,830,3,4,3,1,0,1,6.55,13.11,24,5.56,6.6,6.99,1,1.65,0.44,0.0,0,0,1,38.3,57.5,Summer,6,Tuesday,0,0,0,19.75,18.53
H00727,Independent House,1794,5,5,3,1,1,1,1.24,7.24,24,5.44,7.04,10.89,1,0.61,0.22,0.0,0,1,1,24.2,65.9,Autumn,7,Tuesday,0,1,0,19.84,6.43
H00728,Apartment,730,3,3,3,0,0,0,1.92,10.52,24,6.64,4.5,7.68,1,0.78,0.1,0.33,0,1,1,24.5,56.4,Spring,2,Saturday,1,0,0,20.74,7.01
H00729,Apartment,805,2,3,1,2,0,0,2.32,2.4,24,5.57,0.17,5.82,1,1.68,0.24,0.3,0,0,0,24.4,55.8,Autumn,7,Wednesday,0,0,0,24.79,9.49
H00730,Apartment,803,3,2,2,0,0,0,2.33,4.91,24,2.25,6.41,6.33,1,1.95,0.59,0.78,1,0,0,24.9,63.1,Spring,2,Monday,0,0,0,21.5,18.3
H00731,Apartment,932,2,2,2,0,0,1,0.84,8.1,24,4.92,7.72,5.41,1,0.39,0.08,0.72,0,0,0,,77.3,Winter,12,Tuesday,0,0,1,22.8,7.9
H00732,Independent House,1404,5,3,2,1,0,0,7.96,8.81,24,2.26,4.52,7.99,1,0.7,0.22,0.0,0,0,0,40.4,31.9,Summer,5,Thursday,0,0,1,23.28,20.26
H00733,Apartment,1304,4,2,2,0,0,0,9.01,12.45,24,5.09,2.17,7.01,1,1.68,0.41,0.44,0,0,0,41.2,71.4,Summer,4,Sunday,1,1,1,19.46,20.94
H00734,Independent House,1707,5,3,3,0,0,1,5.19,8.24,24,4.07,5.72,7.85,0,0.69,0.19,0.38,0,0,0,39.8,58.8,Summer,5,Tuesday,0,0,0,24.34,14.66
H00735,Apartment,1116,3,5,3,2,0,0,1.42,4.42,24,3.56,3.28,10.13,1,0.8,0.18,0.53,0,0,1,19.6,51.1,Autumn,8,Thursday,0,0,1,20.81,9.22
H00736,Apartment,847,3,2,2,0,0,1,8.0,10.79,24,7.11,7.33,6.92,0,1.11,0.28,0.05,0,0,0,36.1,67.7,Summer,6,Sunday,1,0,1,20.02,18.22
H00737,Independent House,1739,5,4,2,2,0,0,2.52,4.53,24,4.96,6.87,9.94,1,1.02,0.37,0.89,0,0,0,14.3,57.1,Winter,12,Saturday,1,0,0,20.98,13.97
H00738,Villa,3694,11,1,1,0,0,0,2.76,8.0,24,0.64,3.67,8.58,0,0.0,0.32,0.38,0,0,0,25.1,76.0,Autumn,9,Thursday,0,0,1,20.89,13.03
H00739,Independent House,1413,5,2,2,0,0,0,4.56,10.26,24,2.72,5.92,6.71,1,1.92,0.38,0.93,0,1,0,27.2,40.0,Autumn,8,Wednesday,0,0,0,26.38,10.31
H00740,Independent House,2026,6,3,2,0,1,0,8.04,8.42,24,4.74,2.24,6.95,1,0.66,0.37,0.52,0,0,0,36.8,82.3,Summer,4,Wednesday,0,0,1,23.34,19.97
H00741,Villa,3465,9,2,1,1,0,0,3.15,7.42,24,5.4,2.54,6.51,1,1.4,0.33,0.0,0,0,1,28.8,52.9,Spring,2,Sunday,1,0,0,19.55,13.15
H00742,Apartment,935,2,1,1,0,0,1,0.78,5.2,24,5.38,8.37,5.79,1,1.49,0.35,0.0,0,1,0,27.1,45.3,Autumn,10,Sunday,1,0,0,17.96,5.61
H00743,Independent House,1736,5,3,1,2,0,1,0.0,5.02,24,5.94,6.17,5.34,0,1.86,0.17,0.71,0,0,1,19.4,80.2,Winter,11,Sunday,1,0,0,22.58,8.4
H00744,Apartment,1085,3,4,3,1,0,0,3.02,6.8,24,5.51,2.96,7.24,1,1.24,0.57,0.08,0,0,0,26.3,45.4,Autumn,9,Saturday,1,0,1,19.56,12.1
H00745,Villa,2478,8,1,1,0,0,1,4.38,9.0,24,4.75,5.82,7.35,0,1.03,0.38,0.26,0,0,0,37.7,54.0,Summer,4,Wednesday,0,0,0,19.03,15.39
H00746,Independent House,1289,4,3,2,1,0,0,7.49,7.32,24,4.83,2.71,10.5,1,1.91,0.39,0.89,0,0,0,39.0,39.7,Summer,4,Sunday,1,0,0,27.51,21.68
H00747,Apartment,1106,4,3,3,0,0,1,0.0,4.13,24,7.64,7.46,9.93,0,0.84,0.31,2.21,0,0,0,10.8,52.2,Winter,1,Saturday,1,0,1,19.88,11.56
H00748,Apartment,953,3,1,1,0,0,1,0.0,6.04,24,5.07,6.25,7.01,0,1.53,0.11,0.73,0,0,0,14.5,74.6,Winter,11,Wednesday,0,0,0,16.34,7.88
H00749,Apartment,597,1,4,3,1,0,0,0.66,9.15,24,2.47,4.62,8.0,1,1.13,0.4,0.54,0,0,0,24.2,73.0,Autumn,10,Monday,0,0,1,25.44,6.57
H00750,Independent House,1710,4,4,3,1,0,0,2.28,8.62,24,4.06,4.03,6.14,1,1.12,0.23,0.55,0,0,0,22.4,70.2,Autumn,8,Tuesday,0,0,0,21.3,11.62
H00751,Independent House,1902,5,2,2,0,0,0,0.0,4.87,24,4.21,4.25,7.62,0,0.82,0.52,0.17,0,0,1,19.6,73.2,Autumn,8,Friday,0,0,0,23.51,7.19
H00752,Apartment,834,3,4,2,2,0,1,3.63,5.32,24,6.97,8.49,8.59,0,1.18,0.34,1.02,0,0,0,24.6,29.4,Spring,3,Monday,0,0,1,22.43,14.29
H00753,Apartment,1015,2,1,1,0,0,1,4.22,9.05,24,6.29,9.27,6.56,0,1.55,0.34,0.45,0,0,0,25.6,42.4,Spring,3,Friday,0,0,0,21.47,14.25
H00754,Apartment,941,2,5,3,2,0,0,1.44,4.99,24,3.9,3.18,9.1,1,2.27,0.05,0.0,1,1,0,29.5,52.4,Spring,2,Tuesday,0,1,1,21.26,12.91
H00755,Apartment,666,1,5,2,2,1,1,4.24,9.53,24,6.23,12.28,9.96,1,0.97,0.18,0.6,0,0,0,33.2,57.8,Summer,6,Saturday,1,0,0,20.11,14.16
H00756,Villa,2730,7,4,3,1,0,0,0.0,8.97,24,5.4,2.7,7.9,1,1.31,0.41,0.26,0,0,0,23.1,25.0,Autumn,9,Sunday,1,0,0,27.36,9.9
H00757,Apartment,1023,3,5,3,1,1,0,0.0,5.91,24,3.97,3.25,9.36,1,1.49,0.25,0.93,0,0,1,15.5,52.8,Winter,11,Monday,0,0,0,18.04,9.31
H00758,Apartment,795,3,1,1,0,0,0,2.05,4.63,24,4.61,0.63,7.25,0,1.86,0.46,1.77,0,0,0,12.9,74.9,Winter,11,Sunday,1,0,1,24.45,13.07
H00759,Apartment,587,2,2,1,0,1,0,3.69,7.38,24,4.29,3.07,7.05,1,1.05,0.08,0.3,0,0,1,31.2,52.5,Spring,3,Tuesday,0,0,1,22.67,11.08
H00760,Apartment,697,1,3,1,2,0,0,4.06,14.55,24,1.16,4.76,7.96,1,0.96,0.32,0.45,0,0,0,39.5,47.8,Summer,5,Thursday,0,0,1,20.69,13.32
H00761,Apartment,1012,2,5,3,2,0,0,5.44,8.29,24,3.51,5.18,9.52,1,1.02,0.42,0.06,0,0,0,39.1,53.8,Summer,5,Friday,0,0,0,18.85,14.02
H00762,Apartment,1163,4,3,1,1,1,1,0.0,6.33,24,2.66,4.74,6.15,1,1.51,0.21,0.0,0,0,0,20.4,52.5,Autumn,9,Monday,0,0,0,17.38,6.15
H00763,Apartment,1014,2,4,2,2,0,0,1.55,4.85,24,5.7,3.36,7.74,1,1.22,0.68,0.61,0,0,0,11.5,43.3,Winter,12,Monday,0,0,1,23.0,10.8
H00764,Apartment,1014,2,3,3,0,0,1,2.59,9.23,24,6.36,6.68,5.59,0,1.0,0.61,1.11,0,0,0,11.6,64.3,Winter,12,Sunday,1,0,1,25.06,12.38
H00765,Apartment,1177,3,5,3,2,0,0,0.0,6.86,24,2.92,3.14,8.79,1,1.63,0.13,0.62,0,0,0,12.1,48.5,Winter,12,Wednesday,0,0,1,17.56,7.84
H00766,Independent House,1828,5,1,1,0,0,0,7.02,4.81,24,4.33,4.89,8.66,1,0.91,0.4,0.51,0,0,0,22.3,55.1,Spring,3,Saturday,1,0,0,27.16,19.34
H00767,Apartment,796,2,4,2,2,0,1,2.23,3.11,24,5.14,9.18,14.0,1,1.46,0.14,1.18,0,0,0,24.9,58.5,Autumn,9,Friday,0,0,1,19.62,11.63
H00768,Apartment,886,3,3,2,1,0,0,0.09,5.92,24,3.61,4.96,6.63,1,1.16,0.43,0.39,0,0,1,18.1,44.3,Autumn,9,Wednesday,0,0,0,19.88,7.14
H00769,Independent House,1608,5,4,2,1,1,0,0.0,9.96,24,5.44,5.78,8.8,0,0.64,0.47,0.57,0,0,0,22.6,61.6,Autumn,10,Sunday,1,0,0,20.18,9.12
H00770,Independent House,1297,4,1,1,0,0,0,6.41,9.64,24,0.72,1.55,6.01,0,1.25,0.12,0.12,0,0,0,38.4,48.7,Summer,5,Friday,0,0,0,20.53,14.44
H00771,Apartment,756,2,2,1,1,0,1,0.0,6.01,24,7.0,5.39,6.66,1,1.63,0.17,1.11,0,0,0,14.5,49.2,Winter,11,Sunday,1,0,1,21.22,8.04
H00772,Independent House,1444,5,3,3,0,0,0,2.72,9.15,24,3.87,2.71,9.49,1,0.85,0.5,0.59,0,0,1,21.4,43.0,Autumn,9,Friday,0,1,0,19.02,12.66
H00773,Independent House,1662,5,3,3,0,0,0,0.03,6.56,24,3.61,3.88,6.75,0,1.46,0.05,1.56,0,0,1,9.8,59.1,Winter,11,Tuesday,0,0,0,23.41,9.22
H00774,Apartment,806,3,1,1,0,0,0,3.31,7.43,24,3.55,2.54,5.04,1,1.49,0.48,0.21,0,1,0,24.3,72.1,Spring,3,Wednesday,0,0,1,18.82,7.82
H00775,Apartment,794,3,2,1,1,0,0,4.55,6.06,24,3.82,6.77,5.84,0,0.82,0.32,1.16,0,0,0,24.9,60.8,Autumn,7,Friday,0,0,1,27.47,15.76
H00776,Apartment,1164,3,4,3,1,0,0,4.36,8.4,24,4.62,3.56,7.03,1,1.75,0.2,1.13,0,0,0,36.7,35.8,Summer,6,Thursday,0,0,0,23.73,13.78
H00777,Independent House,1234,4,4,2,2,0,0,1.86,6.62,24,3.98,4.98,9.17,1,1.74,0.25,0.19,0,0,1,26.3,47.1,Spring,3,Thursday,0,0,0,17.98,10.82
H00778,Independent House,1454,5,4,3,1,0,0,0.2,7.48,24,4.21,7.31,9.79,1,0.73,0.61,0.19,0,1,0,23.1,28.0,Spring,2,Monday,0,0,0,17.55,6.6
H00779,Independent House,1231,4,2,1,1,0,0,7.32,7.58,24,3.61,3.11,6.41,1,1.25,0.34,0.39,0,1,0,36.6,61.6,Summer,6,Friday,0,0,1,21.67,12.31
H00780,Apartment,1195,3,2,2,0,0,0,3.54,9.45,24,5.14,2.59,5.06,1,0.92,0.36,0.21,0,0,1,27.4,43.3,Autumn,10,Saturday,1,0,1,25.53,11.39
H00781,Villa,3508,11,5,3,1,1,1,1.3,4.55,24,6.28,7.65,7.24,0,1.16,0.28,1.2,1,1,1,13.0,63.3,Winter,11,Thursday,0,1,0,23.55,13.87
